	GLOBALEVENTID	SQLDATE	MonthYear	Year	FractionDate	Actor1Code	Actor1Name	Actor1CountryCode	Actor1KnownGroupCode	Actor1EthnicCode	Actor1Religion1Code	Actor1Religion2Code	Actor1Type1Code	Actor1Type2Code	Actor1Type3Code	Actor2Code	Actor2Name	Actor2CountryCode	Actor2KnownGroupCode	Actor2EthnicCode	Actor2Religion1Code	Actor2Religion2Code	Actor2Type1Code	Actor2Type2Code	Actor2Type3Code	IsRootEvent	EventCode	EventBaseCode	EventRootCode	QuadClass	GoldsteinScale	NumMentions	NumSources	NumArticles	AvgTone	Actor1Geo_Type	Actor1Geo_FullName	Actor1Geo_CountryCode	Actor1Geo_ADM1Code	Actor1Geo_Lat	Actor1Geo_Long	Actor1Geo_FeatureID	Actor2Geo_Type	Actor2Geo_FullName	Actor2Geo_CountryCode	Actor2Geo_ADM1Code	Actor2Geo_Lat	Actor2Geo_Long	Actor2Geo_FeatureID	ActionGeo_Type	ActionGeo_FullName	ActionGeo_CountryCode	ActionGeo_ADM1Code	ActionGeo_Lat	ActionGeo_Long	ActionGeo_FeatureID	DATEADDED	SOURCEURL
66712	460414553	20150824	201508	2015	2015.6411	EDUEDU	COLLEGE						EDU	EDU		CHN	CHINA	CHN								1	36	36	3	1	4.0	6	1	6	4.04040404040404	4	Nujiang, Xizang, China	CH	CH14	31.403000000000002	93.603	11275393	4	Nujiang, Xizang, China	CH	CH14	31.403000000000002	93.603	11275393	4	Nujiang, Xizang, China	CH	CH14	31.403000000000002	93.603	11275393	20150824	http://www.mailtimes.com.au/story/2430309/nujiang-lisu-autonomous-prefecture-display-at-horsham-and-grampians-visitor-information-centre/?cs=4122
66893	460414734	20150824	201508	2015	2015.6411	GOV	MAYOR						GOV			CHN	CHINA	CHN								1	51	51	5	1	3.4	2	1	2	4.04040404040404	4	Nujiang, Xizang, China	CH	CH14	31.403000000000002	93.603	11275393	4	Nujiang, Xizang, China	CH	CH14	31.403000000000002	93.603	11275393	4	Nujiang, Xizang, China	CH	CH14	31.403000000000002	93.603	11275393	20150824	http://www.mailtimes.com.au/story/2430309/nujiang-lisu-autonomous-prefecture-display-at-horsham-and-grampians-visitor-information-centre/?cs=4122
66894	460414735	20150824	201508	2015	2015.6411	GOV	GOVERNMENT						GOV			CHN	CHINA	CHN								0	90	90	9	2	-2.0	4	1	4	-4.66786355475763	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://www.enterprise-security-today.com/story.xhtml?story_id=12000DGFLJG0
67058	460414899	20150824	201508	2015	2015.6411	IGOBUSIMF	INTERNATIONAL MONETARY FUND		IMF				IGO	BUS		CHN	CHINA	CHN								1	43	43	4	1	2.8	80	5	80	-4.512195121951219	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.smh.com.au//business/china/asx-chinese-concern-turns-to-panic-sparking-region-rout-20150824-gj6n5f.html
67201	460415042	20150824	201508	2015	2015.6411	JPN	JAPANESE	JPN								CHN	CHINESE	CHN								1	120	120	12	3	-4.0	5	1	5	3.3333333333333397	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://www.marketing-interactive.com/shiseido-engages-politicians-in-apple-of-your-eye-initiative/
67387	460415228	20150824	201508	2015	2015.6411	MIL	MILITARY						MIL			CHNMIL	CHINA	CHN					MIL			1	150	150	15	4	-7.2	2	1	2	-2.38095238095238	4	Guangzhou, Guangdong, China	CH	CH30	23.1167	113.25	-1907161	4	Guangzhou, Guangdong, China	CH	CH30	23.1167	113.25	-1907161	4	Guangzhou, Guangdong, China	CH	CH30	23.1167	113.25	-1907161	20150824	http://english.chinamil.com.cn/news-channels/2015-08/24/content_6646339.htm
67554	460415395	20150824	201508	2015	2015.6411	PHL	PHILIPPINE	PHL								CHN	CHINA	CHN								1	120	120	12	3	-4.0	10	1	10	0.98107918710581	4	Dublin, Dublin, Ireland	EI	EI07	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	53.3331	-6.24889	-1502554	20150824	http://www.ombro.org/sem-categoria/g-cheap-snxp2-912/
67822	460415663	20150824	201508	2015	2015.6411	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	10	10	1	1	0.0	2	1	2	-2.50138966092274	2	Oklahoma, United States	US	USOK	35.5376	-96.9247	OK	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://theweek.com/speedreads/573402/israels-netanyahu-planned-attack-iran-3-times-since-2010-israeli-media-reports
68064	460415905	20150824	201508	2015	2015.6411											CHN	CHINESE	CHN								1	130	130	13	3	-4.4	5	1	5	-3.1339031339031296	0							3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	20150824	http://www.collegian.psu.edu/opinion/columnists/article_c7d9948a-49f0-11e5-9f41-333fe0c6d0b6.html
68065	460415906	20150824	201508	2015	2015.6411											CHN	CHINESE	CHN								1	130	130	13	3	-4.4	1	1	1	-3.1339031339031296	0							1	China	CH	CH	35.0	105.0	CH	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	20150824	http://www.collegian.psu.edu/opinion/columnists/article_c7d9948a-49f0-11e5-9f41-333fe0c6d0b6.html
68346	460416187	20150824	201508	2015	2015.6411	BRA	BRAZIL	BRA								CHN	CHINA	CHN								1	61	61	6	2	6.4	16	2	16	0.32679738562092	1	Brazil	BR	BR	-10.0	-55.0	BR	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://politicalnews.me/?id=35000&keys=DOC-STEELWORKERS-CHINA-DUMPING
68347	460416188	20150824	201508	2015	2015.6411	BRA	BRAZIL	BRA								CHN	CHINA	CHN								1	61	61	6	2	6.4	4	2	4	0.32679738562092	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://politicalnews.me/?id=35000&keys=DOC-STEELWORKERS-CHINA-DUMPING
68376	460416217	20150824	201508	2015	2015.6411	BUS	INDUSTRY						BUS			CHN	SHANGHAI	CHN								1	40	40	4	1	1.0	8	2	8	2.2868996083281803	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.printweek.in/News/397045,indiacorr-expo-returns-to-noida-on-6-8-oct.aspx
68377	460416218	20150824	201508	2015	2015.6411	BUS	INDUSTRY						BUS			CHN	SHANGHAI	CHN								1	40	40	4	1	1.0	4	1	4	1.7676767676767702	1	United Kingdom	UK	UK	54.0	-2.0	UK	1	United Kingdom	UK	UK	54.0	-2.0	UK	1	United Kingdom	UK	UK	54.0	-2.0	UK	20150824	http://www.printweek.in/News/397045,indiacorr-expo-returns-to-noida-on-6-8-oct.aspx
68378	460416219	20150824	201508	2015	2015.6411	BUS	COMPANY						BUS			CHN	CHINA	CHN								0	61	61	6	2	6.4	1	1	1	1.8348623853211001	4	Muji, Anhui, China	CH	CH01	33.3333	116.45	-3791065	4	Muji, Anhui, China	CH	CH01	33.3333	116.45	-3791065	4	Muji, Anhui, China	CH	CH01	33.3333	116.45	-3791065	20150824	https://fashionunited.in/news/retail/japan-s-muji-eyes-entry-into-single-brand-retail-market/2015082412150
68379	460416220	20150824	201508	2015	2015.6411	BUS	COMPANY						BUS			CHN	CHINA	CHN								1	111	111	11	3	-2.0	6	1	6	1.8348623853211001	4	Muji, Anhui, China	CH	CH01	33.3333	116.45	-3791065	4	Muji, Anhui, China	CH	CH01	33.3333	116.45	-3791065	4	Muji, Anhui, China	CH	CH01	33.3333	116.45	-3791065	20150824	https://fashionunited.in/news/retail/japan-s-muji-eyes-entry-into-single-brand-retail-market/2015082412150
68380	460416221	20150824	201508	2015	2015.6411	BUS	STEELMAKER						BUS			CHN	CHINA	CHN								1	190	190	19	4	-10.0	10	1	10	-7.61904761904762	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://www.bloomberg.com/news/articles/2015-08-24/arcelormittal-slumps-to-11-year-low-as-china-slowdown-spreads
68415	460416256	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		1	10	10	1	1	0.0	1	1	1	1.45929339477727	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	0							4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.businessoffashion.com/articles/global-currents/chinas-elusive-fashion-capital-part-1
68416	460416257	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		1	40	40	4	1	1.0	2	1	2	1.45929339477727	4	Donghua, Sichuan, China	CH	CH32	31.8356	106.81	10325615	0							4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.businessoffashion.com/articles/global-currents/chinas-elusive-fashion-capital-part-1
68417	460416258	20150824	201508	2015	2015.6411	CHN	BEIJING	CHN																		1	84	84	8	2	7.0	1	1	1	-7.326007326007321	4	Shandong, Jiangsu, China	CH	CH04	32.9793	118.852	11415469	0							4	Tianjin, Tianjin, China	CH	CH28	39.1422	117.177	-1928564	20150824	http://www.centralchronicle.com/china-blast-hits-shandong-chemical-plant.html
68418	460416259	20150824	201508	2015	2015.6411	CHN	BEIJING	CHN																		1	84	84	8	2	7.0	1	1	1	-7.326007326007321	4	Shandong, Jiangsu, China	CH	CH04	32.9793	118.852	11415469	0							4	Shandong, Jiangsu, China	CH	CH04	32.9793	118.852	11415469	20150824	http://www.centralchronicle.com/china-blast-hits-shandong-chemical-plant.html
68419	460416260	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								BUS	INDUSTRY						BUS			1	12	12	1	1	-0.4	30	2	30	-3.7076199827546503	4	Xiamen, Fujian, China	CH	CH07	24.4798	118.08200000000001	-1931546	4	Xiamen, Fujian, China	CH	CH07	24.4798	118.08200000000001	-1931546	4	Xiamen, Fujian, China	CH	CH07	24.4798	118.08200000000001	-1931546	20150824	http://www.chinadaily.com.cn/business/2015-08/24/content_21689169.htm
68420	460416261	20150824	201508	2015	2015.6411	CHN	SHANGHAI	CHN								BUS	INDUSTRY						BUS			1	51	51	5	1	3.4	24	5	24	-0.18803631706857604	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.businessoffashion.com/articles/global-currents/chinas-elusive-fashion-capital-part-1
68421	460416262	20150824	201508	2015	2015.6411	CHN	SHANGHAI	CHN								BUS	INDUSTRY						BUS			0	51	51	5	1	3.4	2	1	2	1.45929339477727	4	Donghua, Sichuan, China	CH	CH32	31.8356	106.81	10325615	4	Donghua, Sichuan, China	CH	CH32	31.8356	106.81	10325615	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.businessoffashion.com/articles/global-currents/chinas-elusive-fashion-capital-part-1
68422	460416263	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								BUS	INDUSTRY						BUS			1	70	70	7	2	7.0	3	1	3	1.45929339477727	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Xiamen, Fujian, China	CH	CH07	24.4798	118.08200000000001	-1931546	4	Xiamen, Fujian, China	CH	CH07	24.4798	118.08200000000001	-1931546	20150824	http://www.businessoffashion.com/articles/global-currents/chinas-elusive-fashion-capital-part-1
68423	460416264	20150824	201508	2015	2015.6411	CHN	SHANGHAI	CHN								BUS	INDUSTRY						BUS			0	70	70	7	2	7.0	7	1	7	1.45929339477727	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.businessoffashion.com/articles/global-currents/chinas-elusive-fashion-capital-part-1
68424	460416265	20150824	201508	2015	2015.6411	CHN	SHANGHAI	CHN								BUS	INDUSTRY						BUS			0	70	70	7	2	7.0	1	1	1	1.45929339477727	4	Donghua, Sichuan, China	CH	CH32	31.8356	106.81	10325615	4	Donghua, Sichuan, China	CH	CH32	31.8356	106.81	10325615	4	Donghua, Sichuan, China	CH	CH32	31.8356	106.81	10325615	20150824	http://www.businessoffashion.com/articles/global-currents/chinas-elusive-fashion-capital-part-1
68425	460416266	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								BUS	STEELMAKER						BUS			1	190	190	19	4	-10.0	14	2	14	-5.854133474951321	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://www.bloomberg.com/news/articles/2015-08-24/arcelormittal-slumps-to-11-year-low-as-china-slowdown-spreads
68426	460416267	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								CHNGOV	CHINA	CHN					GOV			1	61	61	6	2	6.4	8	2	8	0.0	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://www.dailymirror.lk/84517/june-trade-deficit-widens-over-50
68427	460416268	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								CHNGOVBUS	CHINA	CHN					GOV	BUS		0	71	71	7	2	7.4	4	1	4	-6.29139072847682	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.ibtimes.co.uk/ftse-100-lowest-since-2013-markets-panic-over-chinas-downfall-black-monday-1516757
68428	460416269	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								CVL	TOURIST						CVL			0	42	42	4	1	1.9	24	24	24	-2.75035974470074	2	California, United States	US	USCA	36.17	-119.74600000000001	CA	2	California, United States	US	USCA	36.17	-119.74600000000001	CA	2	California, United States	US	USCA	36.17	-119.74600000000001	CA	20150824	http://www.ourquadcities.com/news/chinese-are-hiring-surrogate-moms-in-america
68429	460416270	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								MMR	BURMA	MMR								1	12	12	1	1	-0.4	10	1	10	-1.6771488469601599	1	China	CH	CH	35.0	105.0	CH	5	Pegu Division, Bago, Myanmar	BM	BM16	18.25	96.25	-438970	1	China	CH	CH	35.0	105.0	CH	20150824	http://www.dvb.no/news/parade-of-wild-elephants-spotted-in-central-burma/56557
68430	460416271	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								SGP	SINGAPORE	SGP								1	10	10	1	1	0.0	5	1	5	-6.62650602409639	1	Japan	JA	JA	36.0	138.0	JA	1	Japan	JA	JA	36.0	138.0	JA	1	Japan	JA	JA	36.0	138.0	JA	20150824	http://economictimes.indiatimes.com/markets/commodities/commodities-slump-to-16-year-low-led-by-oil-slide/articleshow/48651533.cms
68431	460416272	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								khm	KHMER			khm						1	164	164	16	4	-7.0	10	1	10	3.11850311850312	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://www.khmertimeskh.com/news/14834/china--asean-to-strive-to-end-talks-on-upgraded-fta/
68432	460416273	20150824	201508	2015	2015.6411	CHNBUS	CHINA	CHN					BUS													0	61	61	6	2	6.4	2	1	2	1.8348623853211001	4	Muji, Anhui, China	CH	CH01	33.3333	116.45	-3791065	0							4	Muji, Anhui, China	CH	CH01	33.3333	116.45	-3791065	20150824	https://fashionunited.in/news/retail/japan-s-muji-eyes-entry-into-single-brand-retail-market/2015082412150
68433	460416274	20150824	201508	2015	2015.6411	CHNGOV	CHINESE	CHN					GOV													1	61	61	6	2	6.4	12	2	12	0.0	1	China	CH	CH	35.0	105.0	CH	0							1	China	CH	CH	35.0	105.0	CH	20150824	http://www.dailymirror.lk/84517/june-trade-deficit-widens-over-50
68434	460416275	20150824	201508	2015	2015.6411	CHNGOV	BEIJING	CHN					GOV			EDU	STUDENT						EDU			1	100	100	10	3	-5.0	20	2	20	-6.67870036101083	1	Hong Kong	HK	HK	22.25	114.167	HK	1	Hong Kong	HK	HK	22.25	114.167	HK	1	Hong Kong	HK	HK	22.25	114.167	HK	20150824	http://politicalnews.me/?id=35007&keys=HONGKONG-STUDENT-CHARGES-PROTESTS
68435	460416276	20150824	201508	2015	2015.6411	CHNGOV	CHINESE	CHN					GOV			GOV	ADMINISTRATION						GOV			1	20	20	2	1	3.0	6	2	6	-3.71024734982332	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	United States	US	US	38.0	-97.0	US	20150824	http://politicalnews.me/?id=35006&keys=IRAN-SIDE-LETTERS-ASSURANCES
68436	460416277	20150824	201508	2015	2015.6411	CHNGOV	CHINESE	CHN					GOV			GOV	ADMINISTRATION						GOV			1	84	84	8	2	7.0	6	2	6	-3.71024734982332	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://politicalnews.me/?id=35006&keys=IRAN-SIDE-LETTERS-ASSURANCES
68437	460416278	20150824	201508	2015	2015.6411	CHNGOV	CHINESE	CHN					GOV			LEG	CONGRESS						LEG			1	125	125	12	3	-5.0	6	2	6	-3.71024734982332	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://politicalnews.me/?id=35006&keys=IRAN-SIDE-LETTERS-ASSURANCES
68438	460416279	20150824	201508	2015	2015.6411	CHNGOVBUS	CHINESE	CHN					GOV	BUS												0	71	71	7	2	7.4	6	1	6	-6.29139072847682	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	0							4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.ibtimes.co.uk/ftse-100-lowest-since-2013-markets-panic-over-chinas-downfall-black-monday-1516757
68536	460416377	20150824	201508	2015	2015.6411	CVL	TOURIST						CVL			CHN	CHINESE	CHN								0	43	43	4	1	2.8	24	24	24	-2.75035974470074	2	California, United States	US	USCA	36.17	-119.74600000000001	CA	2	California, United States	US	USCA	36.17	-119.74600000000001	CA	2	California, United States	US	USCA	36.17	-119.74600000000001	CA	20150824	http://www.ourquadcities.com/news/chinese-are-hiring-surrogate-moms-in-america
68686	460416527	20150824	201508	2015	2015.6411	GBR	LONDON	GBR								CHN	BEIJING	CHN								1	36	36	3	1	4.0	1	1	1	1.45929339477727	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	1	Hong Kong	HK	HK	22.25	114.167	HK	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.businessoffashion.com/articles/global-currents/chinas-elusive-fashion-capital-part-1
68687	460416528	20150824	201508	2015	2015.6411	GBR	LONDON	GBR								CHN	BEIJING	CHN								1	36	36	3	1	4.0	6	1	6	1.45929339477727	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	1	Hong Kong	HK	HK	22.25	114.167	HK	20150824	http://www.businessoffashion.com/articles/global-currents/chinas-elusive-fashion-capital-part-1
68688	460416529	20150824	201508	2015	2015.6411	GBR	UNITED KINGDOM	GBR								CHN	CHINA	CHN								1	36	36	3	1	4.0	1	1	1	1.45929339477727	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	Hong Kong	HK	HK	22.25	114.167	HK	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.businessoffashion.com/articles/global-currents/chinas-elusive-fashion-capital-part-1
68689	460416530	20150824	201508	2015	2015.6411	GBR	UNITED KINGDOM	GBR								CHN	CHINA	CHN								1	36	36	3	1	4.0	2	1	2	1.45929339477727	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	Hong Kong	HK	HK	22.25	114.167	HK	1	Hong Kong	HK	HK	22.25	114.167	HK	20150824	http://www.businessoffashion.com/articles/global-currents/chinas-elusive-fashion-capital-part-1
68735	460416576	20150824	201508	2015	2015.6411	GHA	VOLTA	GHA								CHN	CHINA	CHN								1	61	61	6	2	6.4	5	1	5	-2.9629629629629703	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://profit.ndtv.com/news/market/article-rupee-fall-to-benefit-adani-ports-thermax-report-1210334
68778	460416619	20150824	201508	2015	2015.6411	GOV	ADMINISTRATION						GOV			CHN	CHINESE	CHN								1	40	40	4	1	1.0	4	2	4	-3.71024734982332	1	Iran	IR	IR	32.0	53.0	IR	1	China	CH	CH	35.0	105.0	CH	1	France	FR	FR	46.0	2.0	FR	20150824	http://politicalnews.me/?id=35006&keys=IRAN-SIDE-LETTERS-ASSURANCES
68779	460416620	20150824	201508	2015	2015.6411	GOV	ADMINISTRATION						GOV			CHN	CHINESE	CHN								1	40	40	4	1	1.0	4	2	4	-3.71024734982332	1	Iran	IR	IR	32.0	53.0	IR	1	France	FR	FR	46.0	2.0	FR	1	Iran	IR	IR	32.0	53.0	IR	20150824	http://politicalnews.me/?id=35006&keys=IRAN-SIDE-LETTERS-ASSURANCES
68780	460416621	20150824	201508	2015	2015.6411	GOV	ADMINISTRATION						GOV			CHNGOV	CHINESE	CHN					GOV			1	40	40	4	1	1.0	12	2	12	-3.71024734982332	1	Iran	IR	IR	32.0	53.0	IR	1	China	CH	CH	35.0	105.0	CH	1	France	FR	FR	46.0	2.0	FR	20150824	http://politicalnews.me/?id=35006&keys=IRAN-SIDE-LETTERS-ASSURANCES
68885	460416726	20150824	201508	2015	2015.6411	HLH	PHYSICIAN						HLH			CHN	CHINA	CHN								1	10	10	1	1	0.0	2	1	2	-3.28317373461012	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20150824	http://ktelontour.blogspot.com/2015/08/melting-1.html
69007	460416848	20150824	201508	2015	2015.6411	ITA	ITALY	ITA								CHN	CHINA	CHN								0	51	51	5	1	3.4	1	1	1	-1.55697098372258	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	1	Italy	IT	IT	42.8333	12.8333	IT	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://mymfurniture.com.au/uncategorized/buy-mac-cosmetics-cheap-new-arrival-09rfv-891/
69008	460416849	20150824	201508	2015	2015.6411	ITA	ITALY	ITA								CHN	CHINA	CHN								0	51	51	5	1	3.4	4	1	4	-1.55697098372258	1	Italy	IT	IT	42.8333	12.8333	IT	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	1	Italy	IT	IT	42.8333	12.8333	IT	20150824	http://mymfurniture.com.au/uncategorized/buy-mac-cosmetics-cheap-new-arrival-09rfv-891/
69031	460416872	20150824	201508	2015	2015.6411	JPN	JAPAN	JPN								CHN	CHINA	CHN								0	61	61	6	2	6.4	3	1	3	1.8348623853211001	1	Japan	JA	JA	36.0	138.0	JA	4	Muji, Anhui, China	CH	CH01	33.3333	116.45	-3791065	4	Muji, Anhui, China	CH	CH01	33.3333	116.45	-3791065	20150824	https://fashionunited.in/news/retail/japan-s-muji-eyes-entry-into-single-brand-retail-market/2015082412150
69032	460416873	20150824	201508	2015	2015.6411	JPN	JAPAN	JPN								CHN	CHINA	CHN								1	111	111	11	3	-2.0	4	1	4	1.8348623853211001	4	Muji, Anhui, China	CH	CH01	33.3333	116.45	-3791065	4	Muji, Anhui, China	CH	CH01	33.3333	116.45	-3791065	4	Muji, Anhui, China	CH	CH01	33.3333	116.45	-3791065	20150824	https://fashionunited.in/news/retail/japan-s-muji-eyes-entry-into-single-brand-retail-market/2015082412150
69033	460416874	20150824	201508	2015	2015.6411	JPN	JAPAN	JPN								CHN	CHINA	CHN								1	111	111	11	3	-2.0	2	1	2	1.8348623853211001	1	Japan	JA	JA	36.0	138.0	JA	1	Japan	JA	JA	36.0	138.0	JA	1	Japan	JA	JA	36.0	138.0	JA	20150824	https://fashionunited.in/news/retail/japan-s-muji-eyes-entry-into-single-brand-retail-market/2015082412150
69380	460417221	20150824	201508	2015	2015.6411	PRK	N. KOREA	PRK								CHN	CHINA	CHN								1	111	111	11	3	-2.0	5	1	5	-4.04040404040404	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://freerepublic.com/focus/f-news/3328416/posts
69840	460417681	20150824	201508	2015	2015.6411	khm	KHMER			khm						CHN	CHINA	CHN								1	164	164	16	4	-7.0	10	1	10	3.11850311850312	1	Cambodia	CB	CB	13.0	105.0	CB	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://www.khmertimeskh.com/news/14834/china--asean-to-strive-to-end-talks-on-upgraded-fta/
69849	460420143	20140824	201408	2014	2014.6411	CHN	SHANGHAI	CHN																		1	120	120	12	3	-4.0	312	38	312	-3.0608569113879502	4	Yu Bing, Yunnan, China	CH	CH29	24.2033	102.52	10280053	0							4	Yu Bing, Yunnan, China	CH	CH29	24.2033	102.52	10280053	20150824	http://www.ctvnews.ca/business/china-s-stock-market-suffers-biggest-one-day-fall-since-2007-1.2530008
69920	460420214	20150824	201508	2015	2015.6411											CHN	BEIJING	CHN								1	42	42	4	1	1.9	10	1	10	0.0	0							4	Xiamen, Fujian, China	CH	CH07	24.4798	118.08200000000001	-1931546	4	Xiamen, Fujian, China	CH	CH07	24.4798	118.08200000000001	-1931546	20150824	http://www.whatsonxiamen.com/ask-topic-13437.html
69921	460420215	20150824	201508	2015	2015.6411											CHN	CHINA	CHN								1	42	42	4	1	1.9	6	1	6	0.6437768240343299	0							4	Yulin, Guangxi, China	CH	CH16	22.6333	110.15	-1937457	4	Yulin, Guangxi, China	CH	CH16	22.6333	110.15	-1937457	20150824	http://www.mirror.co.uk/news/world-news/huru-cat-happily-rehomed-after-6308733
69922	460420216	20150824	201508	2015	2015.6411											CHN	CHINA	CHN								1	43	43	4	1	2.8	20	2	20	-3.9180559814985196	0							4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	1	Hong Kong	HK	HK	22.25	114.167	HK	20150824	http://m.themalaymailonline.com/money/article/chinas-stocks-sink-most-since-2007-as-state-intervention-fails
69923	460420217	20150824	201508	2015	2015.6411											CHN	CHINA	CHN								1	193	193	19	4	-10.0	6	1	6	0.6437768240343299	0							4	Yulin, Guangxi, China	CH	CH16	22.6333	110.15	-1937457	4	Yulin, Guangxi, China	CH	CH16	22.6333	110.15	-1937457	20150824	http://www.mirror.co.uk/news/world-news/huru-cat-happily-rehomed-after-6308733
